Date;Mkt-RF;SMB;HML;RF;rendimientos microsoft;% Fundflows
22/07/2022;-0,41;-0,26;-1;0,40%;-1,71%;0,07%
25/07/2022;1,95;-0,06;0,46;0,40%;-0,59%;0,21%
26/07/2022;-0,71;0,21;1,02;0,40%;-2,71%;0,26%
27/07/2022;2,8;0,9;-0,56;0,40%;6,47%;0,41%
28/07/2022;0,89;1,48;-1,32;0,40%;2,81%;0,15%
29/07/2022;0,97;0,05;-1,6;0,40%;1,55%;-0,28%
01/08/2022;-1,19;-1,09;1,38;0,40%;-0,98%;-0,36%
02/08/2022;0,11;-0,31;1,68;0,40%;-1,15%;0,36%
03/08/2022;-1,32;0,09;1,06;0,40%;2,75%;-0,36%
04/08/2022;2,72;0,49;-1,26;0,40%;0,42%;-0,26%
05/08/2022;1,19;0,07;-0,87;0,40%;-0,26%;0,23%
08/08/2022;1,44;-0,95;0,45;0,40%;-0,92%;0,26%
09/08/2022;-0,19;0,33;-0,26;0,80%;0,70%;0,39%
10/08/2022;-0,49;0,93;-1,4;0,80%;2,40%;0,30%
11/08/2022;1,67;0,77;-1,92;0,80%;-0,74%;0,02%
12/08/2022;-0,06;0,81;-1,64;0,80%;1,69%;0,62%
15/08/2022;-0,05;0,89;-0,06;0,80%;0,53%;0,36%
16/08/2022;0;0,94;-0,08;0,80%;-0,26%;0,12%
17/08/2022;-0,68;-1,82;2,11;0,80%;-0,48%;-0,18%
18/08/2022;2,36;1,14;-1,6;0,80%;-0,40%;-0,16%
19/08/2022;-0,07;-0,24;1,64;0,80%;-1,40%;0,03%
22/08/2022;1,76;0,62;-0,74;0,80%;-2,98%;0,44%
23/08/2022;0,38;0,14;-0,63;0,80%;-0,47%;0,01%
24/08/2022;0,19;-0,35;0,7;0,80%;-0,24%;0,08%
25/08/2022;-0,93;-1,17;1,04;0,80%;1,10%;-0,02%
26/08/2022;0,27;0,19;0,46;0,80%;-3,94%;-0,31%
29/08/2022;-1,5;-1,16;0,97;0,80%;-1,07%;0,08%
30/08/2022;-2,14;-0,17;0,38;0,80%;-0,86%;-0,06%
31/08/2022;-0,11;0,03;0,32;0,80%;-0,57%;-0,63%
01/09/2022;0,4;0,65;-0,62;0,80%;-0,41%;-0,01%
02/09/2022;1,45;0,17;-0,01;0,80%;-1,68%;0,09%
06/09/2022;-3,38;-0,55;1,68;0,80%;-1,10%;-0,01%
07/09/2022;-0,72;-0,57;0,43;0,80%;1,89%;-0,34%
08/09/2022;-1,11;-0,24;-0,24;0,80%;0,17%;0,05%
09/09/2022;-0,74;0,28;-0,44;0,80%;2,27%;0,47%
12/09/2022;-0,01;-1,11;-0,29;0,90%;0,83%;0,12%
13/09/2022;-0,99;-0,07;1,06;0,90%;-5,66%;0,31%
14/09/2022;-0,51;-0,44;-0,51;0,90%;0,09%;-0,13%
15/09/2022;1,92;0,69;-1,53;0,90%;-2,75%;-1,20%
16/09/2022;0,78;-0,08;-0,2;0,90%;-0,26%;0,04%
19/09/2022;1,67;0,52;-0,52;0,90%;-0,09%;0,94%
20/09/2022;1,07;0,27;-0,17;0,90%;-0,85%;-0,30%
21/09/2022;-4,29;-0,19;1,44;0,90%;-1,45%;0,68%
22/09/2022;0,44;-0,04;-0,28;0,90%;0,85%;-0,07%
23/09/2022;-1,03;0,34;0,54;0,90%;-1,28%;-0,48%
26/09/2022;-0,98;-0,84;0,85;0,90%;-0,20%;0,11%
27/09/2022;0,72;-0,16;0,67;0,90%;-0,44%;0,10%
28/09/2022;-1,16;-0,2;0,06;0,90%;1,95%;0,95%
29/09/2022;-1,68;0,36;0,08;0,90%;-1,49%;-0,05%
30/09/2022;-1,14;-1,35;0,42;0,90%;-1,96%;0,49%
03/10/2022;-1,85;-0,25;-0,8;0,90%;3,31%;-0,29%
04/10/2022;-1,02;0,17;-0,75;0,90%;3,33%;0,77%
05/10/2022;-0,05;0,64;-0,93;0,90%;0,13%;-0,24%
06/10/2022;2,15;0,91;-0,33;0,90%;-0,97%;-0,12%
07/10/2022;-2,17;-0,46;0,87;0,90%;-5,22%;-0,14%
10/10/2022;-1,42;0,51;0,27;0,90%;-2,15%;-0,03%
11/10/2022;2,55;-0,27;0,68;1,10%;-1,69%;-0,35%
12/10/2022;3,3;0,76;-0,07;1,10%;0,15%;0,81%
13/10/2022;-0,22;-0,35;0,06;1,10%;3,69%;0,16%
14/10/2022;-0,86;0,53;0,12;1,10%;-2,46%;-0,05%
17/10/2022;-2,91;-0,63;1,68;1,10%;3,85%;0,54%
18/10/2022;-0,81;0,04;0,76;1,10%;0,41%;0,22%
19/10/2022;-0,7;0,55;0,32;1,10%;-0,85%;0,52%
20/10/2022;-0,27;0,08;0,02;1,10%;-0,14%;0,02%
21/10/2022;2,4;-0,63;1,57;1,10%;2,50%;0,16%
24/10/2022;-2,46;-0,47;1,2;1,10%;2,10%;-0,04%
25/10/2022;2,74;0,68;-1,43;1,10%;1,37%;0,37%
26/10/2022;1,19;-0,11;0,01;1,10%;-8,03%;1,03%
27/10/2022;-0,87;-1,34;1,21;1,10%;-2,00%;-0,29%
28/10/2022;-0,8;-0,26;-0,43;1,10%;3,94%;1,19%
31/10/2022;2,3;-0,17;0,1;1,10%;-1,60%;-0,28%
01/11/2022;1,03;-0,74;0,44;1,10%;-1,72%;0,08%
02/11/2022;1,78;1,36;-1,52;1,10%;-3,60%;1,03%
03/11/2022;-0,66;0,43;0,89;1,10%;-2,69%;0,05%
04/11/2022;-0,54;0,32;1,06;1,10%;3,28%;-0,72%
07/11/2022;2,33;-0,04;-0,33;1,10%;2,89%;-0,71%
08/11/2022;-0,67;0,38;0,75;1,10%;0,44%;-0,30%
09/11/2022;-0,35;0,16;0,78;1,40%;-1,92%;-0,05%
10/11/2022;-2,67;-1,21;1,61;1,40%;7,91%;-0,13%
11/11/2022;-1,03;0,3;0,31;1,40%;1,69%;-0,45%
14/11/2022;1,16;-0,61;1,27;1,40%;-2,28%;0,86%
15/11/2022;0,87;-0,49;0,61;1,40%;0,17%;0,42%
16/11/2022;0,5;-0,48;-0,36;1,40%;-0,10%;0,83%
17/11/2022;-2,25;-0,64;0,55;1,40%;-0,02%;-0,20%
18/11/2022;5,68;1,63;-3,11;1,40%;-0,19%;-0,41%
21/11/2022;1,07;0,28;-1,08;1,40%;0,34%;0,18%
22/11/2022;-0,95;-0,39;0,26;1,40%;1,22%;0,32%
23/11/2022;1,03;0,72;-0,7;1,40%;1,04%;0,27%
25/11/2022;-1,03;-1,22;0,57;1,40%;-0,04%;-1,39%
28/11/2022;-0,42;-0,52;0,58;1,40%;-2,34%;0,17%
29/11/2022;0,4;-0,18;0,08;1,40%;-0,59%;0,22%
30/11/2022;-0,53;-0,35;0,99;1,40%;5,98%;-0,21%
01/12/2022;1,35;-0,53;0,43;1,40%;-0,18%;-0,04%
02/12/2022;0,63;0,02;-0,94;1,40%;0,13%;-1,11%
05/12/2022;-0,02;0,22;0,43;1,40%;-1,91%;0,49%
06/12/2022;-1,55;-0,4;-0,2;1,40%;-2,05%;-0,28%
07/12/2022;-0,18;0,1;1,03;1,40%;-0,31%;-0,07%
08/12/2022;3,12;0,35;-2,07;1,40%;1,23%;-0,01%
09/12/2022;-0,02;0,26;-0,69;1,60%;-0,80%;0,29%
12/12/2022;-0,08;0,92;-0,55;1,60%;2,85%;0,40%
13/12/2022;-2,02;-0,59;-0,51;1,60%;1,73%;0,50%
14/12/2022;-1,51;-0,24;1,16;1,60%;0,12%;0,58%
15/12/2022;-0,24;-0,13;-0,34;1,60%;-3,24%;0,84%
16/12/2022;0,77;0,2;-1,22;1,60%;-1,75%;-0,98%
19/12/2022;-0,8;-0,55;0,36;1,60%;-1,75%;-0,85%
20/12/2022;1,41;-0,32;-0,16;1,60%;0,56%;-0,33%
21/12/2022;0,66;0,19;-0,74;1,60%;1,08%;-0,07%
22/12/2022;-0,56;0,03;-0,43;1,60%;-2,59%;0,27%
23/12/2022;-2,57;-0,39;1,37;1,60%;0,23%;-0,15%
27/12/2022;-1,02;0,53;0,19;1,60%;-0,74%;0,04%
28/12/2022;-1,01;-0,79;1,24;1,60%;-1,03%;0,12%
29/12/2022;0,13;0,21;0,25;1,60%;2,73%;-0,19%
30/12/2022;1,52;0,12;-0,13;1,60%;-0,50%;-0,57%
03/01/2023;-1,52;0,09;0,37;1,60%;-0,10%;-0,42%
04/01/2023;0,51;-0,61;1,16;1,60%;-4,47%;0,32%
05/01/2023;-0,51;-0,74;1,42;1,60%;-3,01%;-0,17%
06/01/2023;-1,23;-0,24;-0,29;1,60%;1,17%;0,00%
09/01/2023;1,87;1,27;-1,07;1,60%;0,97%;0,24%
10/01/2023;-0,22;0,12;-0,03;1,60%;0,76%;0,14%
11/01/2023;-0,47;0,07;-0,12;1,70%;2,98%;-0,12%
12/01/2023;0,81;0,54;0,04;1,70%;1,16%;0,06%
13/01/2023;-1,14;-0,18;1,21;1,70%;0,30%;-0,07%
17/01/2023;2,21;-0,06;0,04;1,70%;0,47%;0,18%
18/01/2023;0,04;0,55;-1,24;1,70%;-1,91%;-0,09%
19/01/2023;0,8;0,91;-0,57;1,70%;-1,66%;-0,13%
20/01/2023;1,26;0,17;-0,82;1,70%;3,51%;0,13%
23/01/2023;0,46;1,45;-0,3;1,70%;0,98%;0,25%
24/01/2023;0,46;0,28;-0,29;1,70%;-0,22%;-0,11%
25/01/2023;-0,18;0,18;-0,52;1,70%;-0,59%;0,15%
26/01/2023;-1,54;0,05;-0,7;1,70%;3,03%;0,04%
27/01/2023;-0,86;-0,26;0,84;1,70%;0,06%;-0,02%
30/01/2023;1,95;0,13;-0,71;1,70%;-2,22%;-0,10%
31/01/2023;1,29;0,18;-1,01;1,70%;2,08%;-0,06%
01/02/2023;-0,16;-0,23;0,21;1,70%;1,97%;-0,04%
02/02/2023;0;-0,04;0,65;1,70%;4,58%;0,46%
03/02/2023;1,08;-0,58;0,02;1,70%;-2,39%;-0,43%
06/02/2023;0,36;0,63;-1,15;1,70%;-0,61%;-0,33%
07/02/2023;-1,38;-0,11;0,72;1,70%;4,12%;-0,22%
08/02/2023;1,58;0,98;-0,08;1,70%;-0,31%;-0,23%
09/02/2023;1,19;1,01;-1,67;1,80%;-1,17%;-0,23%
10/02/2023;1,54;1,63;-2,07;1,80%;-0,20%;0,17%
13/02/2023;-1,08;0,08;0,95;1,80%;3,08%;-0,34%
14/02/2023;-0,73;-0,81;0,41;1,80%;0,31%;0,55%
15/02/2023;1,24;-0,53;-0,05;1,80%;-1,05%;-0,48%
16/02/2023;-1,18;-0,67;0,72;1,80%;-2,70%;-0,14%
17/02/2023;-0,95;-0,64;0,2;1,80%;-1,57%;0,06%
21/02/2023;0,11;-0,7;1,55;1,80%;-2,11%;-0,13%
22/02/2023;1,14;0,2;-0,73;1,80%;-0,46%;-0,48%
23/02/2023;0,12;0,15;-0,68;1,80%;1,29%;-0,24%
24/02/2023;0,51;1,03;-0,9;1,80%;-2,20%;0,09%
27/02/2023;-1,37;-0,03;0,97;1,80%;0,38%;-0,39%
28/02/2023;-0,28;0,68;-0,15;1,80%;-0,30%;-0,07%
01/03/2023;-2,16;-1,25;0,91;1,80%;-1,27%;0,10%
02/03/2023;-0,04;0,55;-0,43;1,80%;1,95%;-0,84%
03/03/2023;0,46;0,22;-0,24;1,80%;1,65%;-0,67%
06/03/2023;-1,09;-0,52;1,25;1,80%;0,62%;0,91%
07/03/2023;0,31;0,16;-0,29;1,80%;-1,07%;0,57%
08/03/2023;-0,26;0,62;-0,71;1,80%;-0,18%;0,08%
09/03/2023;-0,42;0,21;0,62;1,60%;-0,55%;-0,33%
10/03/2023;0,67;-0,34;-0,41;1,60%;-1,49%;0,08%
13/03/2023;1,61;0;-0,52;1,60%;2,12%;-1,06%
14/03/2023;-0,13;-1,65;-0,09;1,60%;2,67%;0,25%
15/03/2023;-1,45;0,74;-0,66;1,60%;1,77%;-0,46%
16/03/2023;0,08;0,19;-0,39;1,60%;3,97%;0,31%
17/03/2023;-2,02;-0,63;-0,66;1,60%;1,16%;1,50%
20/03/2023;-1,68;-1,47;0,8;1,60%;-2,61%;1,20%
21/03/2023;-0,34;-0,62;-3,52;1,60%;0,57%;0,13%
22/03/2023;1,71;0,12;-0,4;1,60%;-0,55%;-0,16%
23/03/2023;-0,79;-0,08;-1,81;1,60%;1,95%;-0,20%
24/03/2023;1,76;0,18;-0,19;1,60%;1,04%;-0,76%
27/03/2023;-1,21;-0,81;-1,55;1,60%;-1,51%;-0,18%
28/03/2023;0,84;-0,62;0,75;1,60%;-0,42%;0,93%
29/03/2023;1,49;0,45;0,67;1,60%;1,90%;-0,19%
30/03/2023;-1,74;-0,8;-0,47;1,60%;1,25%;-0,29%
31/03/2023;0,21;-0,17;-1,55;1,60%;1,49%;-0,06%
03/04/2023;0,46;0,11;0,72;1,60%;-0,37%;-0,44%
04/04/2023;0,27;0,22;1,01;1,60%;-0,02%;0,22%
05/04/2023;-0,17;-0,17;0,75;1,60%;-0,99%;-0,37%
06/04/2023;1,39;-0,3;-0,54;1,60%;2,52%;0,05%
10/04/2023;0,5;-0,54;-0,58;1,60%;-0,76%;-0,16%
11/04/2023;1,53;0,69;-0,77;1,60%;-2,29%;0,12%
12/04/2023;0,28;-0,47;0,78;1,80%;0,23%;0,45%
13/04/2023;-0,72;-0,97;-0,72;1,80%;2,22%;0,58%
14/04/2023;-0,4;-1,4;1,4;1,80%;-1,29%;0,36%
17/04/2023;0,34;0,06;-0,53;1,80%;0,93%;0,06%
18/04/2023;0,2;0,79;0,27;1,80%;-0,15%;-0,16%
19/04/2023;0,06;0,47;0,58;1,80%;0,03%;-0,12%
20/04/2023;-0,51;-0,54;0,37;1,80%;-0,82%;-0,11%
21/04/2023;1,39;0,36;-1,17;1,80%;-0,12%;0,24%
24/04/2023;-0,23;-0,95;0,2;1,80%;-1,41%;0,19%
25/04/2023;0,33;0,79;-0,2;1,80%;-2,28%;0,56%
26/04/2023;0,04;-0,43;-0,3;1,80%;6,99%;0,17%
27/04/2023;-0,04;0,28;0,4;1,80%;3,15%;-0,11%
28/04/2023;-0,61;0,09;-0,26;1,80%;0,79%;-0,73%
01/05/2023;0,08;0,26;-0,91;1,80%;-0,56%;-0,45%
02/05/2023;0;-0,4;0,47;1,80%;-0,05%;0,46%
03/05/2023;-1,76;-0,99;0,11;1,80%;-0,33%;-0,41%
04/05/2023;-0,41;0,14;-0,75;1,80%;0,33%;0,09%
05/05/2023;1,85;-0,56;0,01;1,80%;1,70%;0,31%
08/05/2023;0,77;0,15;0,17;1,80%;-0,65%;0,61%
09/05/2023;-0,02;0,3;-0,78;1,60%;-0,54%;0,16%
10/05/2023;-1,28;-0,53;-1,39;1,60%;1,72%;-0,32%
11/05/2023;-0,56;1,06;-1,02;1,60%;-0,71%;0,51%
12/05/2023;-0,78;-0,29;-0,99;1,60%;-0,37%;-0,25%
15/05/2023;1,9;0,4;0,6;1,60%;0,16%;-0,05%
16/05/2023;0,08;-0,31;-0,27;1,60%;0,73%;0,16%
17/05/2023;-0,43;0,11;-0,05;1,60%;0,72%;-0,10%
18/05/2023;0,43;0,45;-1,31;1,60%;1,43%;-0,37%
19/05/2023;-0,21;-0,48;-0,08;1,60%;-0,06%;0,77%
22/05/2023;-0,22;-0,19;0,35;1,60%;0,89%;0,60%
23/05/2023;0,47;0,84;0,01;1,60%;-1,86%;-0,27%
24/05/2023;-0,72;-0,33;-0,46;1,60%;-0,45%;-0,29%
25/05/2023;1,32;0,87;1,18;1,60%;3,77%;0,04%
26/05/2023;0,99;-0,08;-0,38;1,60%;2,12%;0,83%
30/05/2023;-0,26;-0,45;-0,3;1,60%;-0,51%;0,06%
31/05/2023;0,17;1,26;-0,22;1,60%;-0,86%;0,01%
01/06/2023;-1,09;0,39;1,05;1,60%;1,27%;0,81%
02/06/2023;-0,72;-0,32;-0,19;1,60%;0,84%;-0,01%
05/06/2023;0,64;-0,71;-1,08;1,60%;0,16%;-0,28%
06/06/2023;1,32;0,04;-0,87;1,60%;-0,68%;-0,40%
07/06/2023;-0,01;-0,15;-0,41;1,60%;-3,14%;-0,04%
08/06/2023;-0,6;-0,1;-1,12;1,60%;0,58%;0,95%
09/06/2023;1,01;0,14;-0,07;1,90%;0,47%;-0,15%
12/06/2023;1,62;1,55;1,63;1,90%;1,54%;0,29%
13/06/2023;-0,26;-1;-0,73;1,90%;0,73%;-0,19%
14/06/2023;0,47;2,12;1,32;1,90%;0,91%;0,10%
15/06/2023;-0,36;1,34;2,24;1,90%;3,14%;-0,70%
16/06/2023;0,59;-0,49;-1,15;1,90%;-1,67%;0,02%
17/06/2024;0,59;-0,49;-1,15;1,90%;0,00%;0,00%
20/06/2023;0,03;-0,71;-0,4;1,90%;-1,26%;0,00%
21/06/2023;0,94;0,04;-1,4;1,90%;-1,34%;-0,20%
22/06/2023;0,74;0,57;0,07;1,90%;1,83%;0,75%
23/06/2023;-0,04;-0,89;-0,92;1,90%;-1,39%;0,61%
26/06/2023;1,22;-0,35;0,06;1,90%;-1,94%;-0,98%
27/06/2023;-0,45;-0,55;0,21;1,90%;1,80%;0,87%
28/06/2023;-0,45;-0,55;0,21;1,90%;0,38%;0,29%
29/06/2023;-0,48;0,43;-0,66;1,90%;-0,24%;0,58%
30/06/2023;-0,56;0,03;0,54;1,90%;1,63%;0,43%
03/07/2023;0,32;-0,67;-1,23;1,90%;-0,75%;1,06%
05/07/2023;-0,84;-0,63;0,07;1,90%;0,05%;0,42%
06/07/2023;-0,48;-0,32;1,3;1,90%;0,92%;0,15%
07/07/2023;1,21;0,47;-0,52;1,90%;-1,19%;-0,69%
10/07/2023;0,04;0,54;-0,42;1,90%;-1,61%;0,39%
11/07/2023;0,44;0,52;0,76;1,90%;0,19%;0,33%
12/07/2023;1,14;-0,63;-0,77;1,90%;1,41%;0,32%
13/07/2023;0,15;0;1,08;2,20%;1,61%;-0,31%
14/07/2023;-0,29;-0,95;-0,26;2,20%;0,75%;0,71%
17/07/2023;-0,95;-0,51;-0,68;2,20%;0,14%;-0,21%
18/07/2023;-0,12;1,06;1,25;2,20%;3,90%;-0,82%
19/07/2023;0,37;1,29;-0,01;2,20%;-1,23%;0,02%
20/07/2023;0,75;0,04;0,49;2,20%;-2,34%;-0,11%
21/07/2023;0,74;0,3;0,43;2,20%;-0,90%;-0,04%
24/07/2023;0,9;0,05;-0,1;2,20%;0,39%;1,21%
25/07/2023;-0,25;-0,3;-1,51;2,20%;1,69%;0,09%
26/07/2023;0,49;0,76;-0,27;2,20%;-3,84%;-0,58%
27/07/2023;0,78;0,22;1,09;2,20%;-2,11%;0,37%
28/07/2023;0,25;-0,07;1,32;2,20%;2,29%;0,52%
31/07/2023;-0,81;-0,58;0,65;2,20%;-0,73%;0,38%
01/08/2023;-0,05;-0,33;-0,37;2,20%;0,13%;-0,11%
02/08/2023;0,31;-0,27;0,78;2,20%;-2,66%;0,46%
03/08/2023;0,25;-0,04;-0,79;2,20%;-0,26%;-0,52%
04/08/2023;0,02;0,68;1,02;2,20%;0,34%;0,03%
07/08/2023;-0,75;-0,91;0,26;2,20%;0,71%;-0,50%
08/08/2023;1,14;0,54;-0,32;2,20%;-1,24%;-0,22%
09/08/2023;0,26;1,08;-0,09;2,20%;-1,18%;-0,22%
10/08/2023;-0,35;-0,16;0,31;2,00%;0,22%;0,17%
11/08/2023;-1,49;-0,18;0,59;2,00%;-0,60%;0,61%
14/08/2023;-0,2;-0,05;0,08;2,00%;0,94%;0,25%
15/08/2023;-0,49;0,04;0,77;2,00%;-0,68%;0,02%
16/08/2023;0,77;-1,15;0,57;2,00%;-0,46%;-0,12%
17/08/2023;-0,47;0,05;0,12;2,00%;-1,11%;0,02%
18/08/2023;-0,78;-0,08;-0,04;2,00%;-0,13%;-0,42%
21/08/2023;0,01;-0,32;-0,67;2,00%;1,69%;-0,01%
22/08/2023;-0,11;0,13;0,47;2,00%;0,18%;-0,59%
23/08/2023;0,51;-0,65;-0,79;2,00%;1,40%;-0,27%
24/08/2023;-1,18;0,24;-1,04;2,00%;-2,17%;-0,15%
25/08/2023;-0,81;-0,41;-0,14;2,00%;0,94%;-0,12%
28/08/2023;-0,87;-0,33;0,5;2,00%;0,22%;0,22%
29/08/2023;0,04;0,41;-0,22;2,00%;1,45%;0,41%
30/08/2023;0,64;-0,69;-0,58;2,00%;0,12%;-0,15%
31/08/2023;-0,32;0,23;-1,05;2,00%;-0,31%;0,00%
01/09/2023;1,08;-0,1;-0,11;2,00%;0,27%;-0,03%
05/09/2023;-1,43;-0,2;0,62;2,00%;1,48%;0,74%
06/09/2023;0,65;-0,07;-0,58;2,00%;-0,20%;-0,33%
07/09/2023;0,63;-0,01;0,41;2,00%;-0,90%;0,05%
08/09/2023;1,5;0,01;-0,11;2,00%;1,31%;0,15%
11/09/2023;0,41;0,24;-0,45;2,00%;1,09%;0,51%
12/09/2023;-0,08;-0,21;0,21;2,00%;-1,84%;0,65%
13/09/2023;0,26;0,66;0,59;2,10%;1,29%;-0,08%
14/09/2023;-0,54;-1,37;-0,85;2,10%;0,78%;-0,29%
15/09/2023;-0,71;0;-0,18;2,10%;-2,54%;0,19%
18/09/2023;-0,4;-0,63;0,03;2,10%;-0,35%;-0,11%
19/09/2023;0,12;-0,62;0,39;2,10%;-0,13%;0,08%
20/09/2023;0,66;-0,26;-0,53;2,10%;-2,43%;0,44%
21/09/2023;-0,59;-0,25;1,02;2,10%;-0,39%;-0,19%
22/09/2023;0,03;-0,79;-0,22;2,10%;-0,79%;-0,44%
25/09/2023;0,84;0,22;0,86;2,10%;0,17%;0,64%
26/09/2023;-1,21;0,15;0,25;2,10%;-1,72%;0,60%
27/09/2023;-0,04;-0,81;-0,19;2,10%;0,21%;-0,19%
28/09/2023;-0,27;-0,12;-0,01;2,10%;0,27%;0,60%
29/09/2023;-0,95;-0,1;0,27;2,10%;0,67%;0,44%
02/10/2023;-1,69;0,19;0,38;2,10%;1,90%;-0,52%
03/10/2023;-0,25;0,02;-0,5;2,10%;-2,65%;0,69%
04/10/2023;0,39;-0,11;0,35;2,10%;1,76%;-0,11%
05/10/2023;-1,46;0,39;-0,5;2,10%;0,13%;0,06%
06/10/2023;0,13;0,69;0,12;2,10%;2,44%;-0,34%
09/10/2023;0,65;0,16;0,03;2,10%;0,78%;-0,28%
10/10/2023;-0,27;-0,03;0,3;2,10%;-0,44%;0,10%
11/10/2023;-0,14;-0,92;-1,05;2,10%;1,22%;-0,65%
12/10/2023;-1,5;-0,33;-0,14;2,10%;-0,38%;0,79%
13/10/2023;0,77;-0,28;-0,39;2,10%;-1,04%;-0,10%
16/10/2023;-0,15;0,31;0,08;2,10%;1,49%;0,14%
17/10/2023;1,21;-0,29;-0,55;2,10%;-0,18%;-0,11%
18/10/2023;0,58;-0,32;0,26;2,10%;-0,59%;0,07%
19/10/2023;0,61;0,15;0,64;2,10%;0,37%;0,09%
20/10/2023;0,32;-0,67;0,39;2,10%;-1,41%;0,01%
23/10/2023;-0,81;-1,47;0,12;2,10%;0,81%;0,29%
24/10/2023;-0,59;-0,47;0,06;2,10%;0,37%;0,18%
25/10/2023;1,14;0,61;-0,09;2,10%;3,02%;0,22%
26/10/2023;0,09;0,88;0,7;2,10%;-3,82%;-0,34%
27/10/2023;-1,47;-0,63;-0,17;2,10%;0,58%;0,28%
30/10/2023;-0,92;-0,5;-0,22;2,10%;2,25%;0,44%
31/10/2023;-1,32;0,06;-0,15;2,10%;0,24%;-0,08%
01/11/2023;-0,23;-0,26;-0,78;2,10%;2,33%;0,87%
02/11/2023;0,71;0,25;-0,58;2,10%;0,65%;0,09%
03/11/2023;-1,58;-0,3;0,84;2,10%;1,28%;-0,57%
06/11/2023;-1,15;0,85;1,66;2,10%;1,05%;-0,17%
07/11/2023;-0,53;-0,35;-0,57;2,10%;1,12%;0,72%
08/11/2023;1,15;-0,39;0,28;2,10%;0,74%;0,32%
09/11/2023;0,63;0,05;-0,08;2,10%;-0,69%;0,09%
10/11/2023;0,93;-0,63;-0,03;2,10%;2,46%;-0,34%
13/11/2023;1,95;0,48;1,64;2,10%;-0,81%;0,68%
14/11/2023;1,1;1,61;0,59;2,10%;0,97%;0,37%
15/11/2023;0,01;-1,06;-0,65;2,10%;-0,16%;-0,18%
16/11/2023;0,35;-0,02;-1,21;2,10%;1,74%;0,05%
17/11/2023;-0,04;-0,82;-0,44;2,10%;-1,69%;0,40%
20/11/2023;-0,89;-1,08;0,49;2,10%;2,03%;0,77%
21/11/2023;1,49;-0,57;-0,44;2,10%;-1,17%;-0,67%
22/11/2023;-0,05;0,15;-0,27;2,10%;1,27%;0,06%
24/11/2023;2,18;2,99;1,18;2,10%;-0,11%;0,19%
27/11/2023;0,18;-0,04;0,49;2,10%;0,31%;0,02%
28/11/2023;-0,11;-1,4;-0,31;2,10%;1,07%;-0,24%
29/11/2023;0,25;0,99;0,62;2,10%;-1,01%;0,65%
30/11/2023;0,73;0;-0,28;2,10%;0,02%;0,58%
01/12/2023;-0,32;-0,79;-0,61;2,10%;-1,17%;0,46%
04/12/2023;0,42;0,21;-0,05;2,10%;-1,44%;0,07%
05/12/2023;0,11;0,59;0,19;2,10%;0,91%;0,41%
06/12/2023;-0,23;-0,11;-0,08;2,10%;-1,00%;-0,20%
07/12/2023;0,06;-0,29;0,05;2,10%;0,58%;0,81%
08/12/2023;0,02;0,44;0,69;2,10%;0,88%;0,56%
11/12/2023;0,35;-0,45;0,02;2,10%;-0,79%;-0,48%
12/12/2023;0,82;2,05;1,06;2,10%;0,83%;0,17%
13/12/2023;-0,44;1,41;0,5;2,10%;0,00%;0,15%
14/12/2023;-0,21;-0,83;-0,83;2,10%;-2,28%;-0,77%
15/12/2023;-0,39;0,3;0,31;2,10%;1,30%;1,40%
18/12/2023;0,81;0,05;0,47;2,10%;0,52%;0,74%
19/12/2023;0,44;0,02;0,53;2,10%;0,16%;1,88%
20/12/2023;0,34;-0,39;-0,12;2,10%;-0,71%;0,76%
21/12/2023;0,34;-0,43;-0,88;2,10%;0,79%;0,25%
22/12/2023;1,55;1,72;1,35;2,10%;0,28%;0,28%
26/12/2023;0,51;1,12;2,05;2,10%;0,02%;0,49%
27/12/2023;-0,06;-0,4;-0,57;2,10%;-0,16%;0,51%
28/12/2023;0,42;-0,38;-0,38;2,10%;0,32%;0,20%
29/12/2023;0,72;1,35;0,7;2,10%;0,20%;0,31%
